Employee ID,Total No of Employees,Job Level before FY20 promotions,Job Level after FY20 promotions,Job Level after FY21 promotions,Total Promotion,FY19 Performance Rating,FY20 Performance Rating
243,, Executive, Executive, Executive,0,,
243,, Executive, Executive,Resigned,0,,
243,, Junior Officer, Junior Officer, Junior Officer,0,,
243,, Junior Officer, Junior Officer, Senior Officer,0,,
243,, Junior Officer, Junior Officer,Resigned,0,,
243,, Junior Officer, Senior Officer, Manager,0,,
243,, Junior Officer, Senior Officer, Senior Officer,0,,
243,, Manager, Manager, Manager,0,,
243,, Manager, Manager, Senior Manager,0,,
243,, Manager, Manager,Resigned,0,,
243,, Manager, Senior Manager, Director,0,,
243,, Manager, Senior Manager, Senior Manager,0,,
243,, Senior Manager, Senior Manager, Director,0,,
243,, Senior Manager, Senior Manager, Senior Manager,0,,
243,, Senior Manager, Senior Manager,Resigned,0,,
243,, Senior Officer, Manager, Manager,0,,
243,, Senior Officer, Manager, Senior Manager,0,,
243,, Senior Officer, Senior Officer, Manager,0,,
243,, Senior Officer, Senior Officer, Senior Officer,0,,
243,, Senior Officer, Senior Officer,Resigned,0,,
243,,Newly Hired, Director, Director,0,,
243,,Newly Hired, Executive, Executive,0,,
243,,Newly Hired, Junior Officer, Junior Officer,0,,
243,,Newly Hired, Manager, Manager,0,,
243,,Newly Hired, Senior Manager, Senior Manager,0,,
243,,Newly Hired, Senior Officer, Senior Officer,0,,
244,, Director, Director, Director,0,,
244,, Director, Director, Executive,0,,
244,, Director, Director,Resigned,0,,
244,, Director, Executive, Executive,0,,
244,, Executive, Executive, Executive,0,,
244,, Executive, Executive,Resigned,0,,
244,, Junior Officer, Junior Officer, Junior Officer,0,,
244,, Junior Officer, Junior Officer, Senior Officer,0,,
244,, Junior Officer, Junior Officer,Resigned,0,,
244,, Junior Officer, Senior Officer, Manager,0,,
244,, Junior Officer, Senior Officer, Senior Officer,0,,
244,, Manager, Manager, Manager,0,,
244,, Manager, Manager, Senior Manager,0,,
244,, Manager, Manager,Resigned,0,,
244,, Manager, Senior Manager, Director,0,,
244,, Manager, Senior Manager, Senior Manager,0,,
244,, Senior Manager, Director, Director,0,,
244,, Senior Manager, Senior Manager, Director,0,,
244,1, Senior Manager, Senior Manager, Senior Manager,0,4,2
244,, Senior Manager, Senior Manager,Resigned,0,,
244,, Senior Officer, Manager, Manager,0,,
244,, Senior Officer, Manager, Senior Manager,0,,
244,, Senior Officer, Senior Officer, Manager,0,,
244,, Senior Officer, Senior Officer, Senior Officer,0,,
244,, Senior Officer, Senior Officer,Resigned,0,,
244,,Newly Hired, Director, Director,0,,
244,,Newly Hired, Executive, Executive,0,,
244,,Newly Hired, Junior Officer, Junior Officer,0,,
244,,Newly Hired, Manager, Manager,0,,
244,,Newly Hired, Senior Manager, Senior Manager,0,,
244,,Newly Hired, Senior Officer, Senior Officer,0,,
245,, Director, Director, Director,0,,
245,, Director, Director, Executive,0,,
245,, Director, Director,Resigned,0,,
245,, Director, Executive, Executive,0,,
245,, Executive, Executive, Executive,0,,
245,, Executive, Executive,Resigned,0,,
245,, Junior Officer, Junior Officer, Junior Officer,0,,
245,, Junior Officer, Junior Officer, Senior Officer,0,,
245,, Junior Officer, Junior Officer,Resigned,0,,
245,, Junior Officer, Senior Officer, Manager,0,,
245,, Junior Officer, Senior Officer, Senior Officer,0,,
245,, Manager, Manager, Manager,0,,
245,, Manager, Manager, Senior Manager,0,,
245,, Manager, Manager,Resigned,0,,
245,, Manager, Senior Manager, Director,0,,
245,, Manager, Senior Manager, Senior Manager,0,,
245,, Senior Manager, Director, Director,0,,
245,, Senior Manager, Senior Manager, Director,0,,
245,, Senior Manager, Senior Manager, Senior Manager,0,,
245,, Senior Manager, Senior Manager,Resigned,0,,
245,, Senior Officer, Manager, Manager,0,,
245,, Senior Officer, Manager, Senior Manager,0,,
245,, Senior Officer, Senior Officer, Manager,0,,
245,, Senior Officer, Senior Officer, Senior Officer,0,,
245,1, Senior Officer, Senior Officer,Resigned,0,3,2
245,,Newly Hired, Director, Director,0,,
245,,Newly Hired, Executive, Executive,0,,
245,,Newly Hired, Junior Officer, Junior Officer,0,,
245,,Newly Hired, Manager, Manager,0,,
245,,Newly Hired, Senior Manager, Senior Manager,0,,
245,,Newly Hired, Senior Officer, Senior Officer,0,,
246,, Director, Director, Director,0,,
246,, Director, Director, Executive,0,,
246,, Director, Director,Resigned,0,,
246,, Director, Executive, Executive,0,,
246,, Executive, Executive, Executive,0,,
246,, Executive, Executive,Resigned,0,,
246,, Junior Officer, Junior Officer, Junior Officer,0,,
246,, Junior Officer, Junior Officer, Senior Officer,0,,
246,1, Junior Officer, Junior Officer,Resigned,0,3,3
246,, Junior Officer, Senior Officer, Manager,0,,
246,, Junior Officer, Senior Officer, Senior Officer,0,,
246,, Manager, Manager, Manager,0,,
246,, Manager, Manager, Senior Manager,0,,
246,, Manager, Manager,Resigned,0,,
246,, Manager, Senior Manager, Director,0,,
246,, Manager, Senior Manager, Senior Manager,0,,
246,, Senior Manager, Director, Director,0,,
246,, Senior Manager, Senior Manager, Director,0,,
246,, Senior Manager, Senior Manager, Senior Manager,0,,
246,, Senior Manager, Senior Manager,Resigned,0,,
246,, Senior Officer, Manager, Manager,0,,
246,, Senior Officer, Manager, Senior Manager,0,,
246,, Senior Officer, Senior Officer, Manager,0,,
246,, Senior Officer, Senior Officer, Senior Officer,0,,
246,, Senior Officer, Senior Officer,Resigned,0,,
246,,Newly Hired, Director, Director,0,,
246,,Newly Hired, Executive, Executive,0,,
246,,Newly Hired, Junior Officer, Junior Officer,0,,
246,,Newly Hired, Manager, Manager,0,,
246,,Newly Hired, Senior Manager, Senior Manager,0,,
246,,Newly Hired, Senior Officer, Senior Officer,0,,
247,, Director, Director, Director,0,,
247,, Director, Director, Executive,0,,
247,, Director, Director,Resigned,0,,
247,, Director, Executive, Executive,0,,
247,, Executive, Executive, Executive,0,,
247,, Executive, Executive,Resigned,0,,
247,1, Junior Officer, Junior Officer, Junior Officer,0,3,3
247,, Junior Officer, Junior Officer, Senior Officer,0,,
247,, Junior Officer, Junior Officer,Resigned,0,,
247,, Junior Officer, Senior Officer, Manager,0,,
247,, Junior Officer, Senior Officer, Senior Officer,0,,
247,, Manager, Manager, Manager,0,,
247,, Manager, Manager, Senior Manager,0,,
247,, Manager, Manager,Resigned,0,,
247,, Manager, Senior Manager, Director,0,,
247,, Manager, Senior Manager, Senior Manager,0,,
247,, Senior Manager, Director, Director,0,,
247,, Senior Manager, Senior Manager, Director,0,,
247,, Senior Manager, Senior Manager, Senior Manager,0,,
247,, Senior Manager, Senior Manager,Resigned,0,,
247,, Senior Officer, Manager, Manager,0,,
247,, Senior Officer, Manager, Senior Manager,0,,
247,, Senior Officer, Senior Officer, Manager,0,,
247,, Senior Officer, Senior Officer, Senior Officer,0,,
247,, Senior Officer, Senior Officer,Resigned,0,,
247,,Newly Hired, Director, Director,0,,
247,,Newly Hired, Executive, Executive,0,,
247,,Newly Hired, Junior Officer, Junior Officer,0,,
247,,Newly Hired, Manager, Manager,0,,
247,,Newly Hired, Senior Manager, Senior Manager,0,,
247,,Newly Hired, Senior Officer, Senior Officer,0,,
248,, Director, Director, Director,0,,
248,, Director, Director, Executive,0,,
248,, Director, Director,Resigned,0,,
248,, Director, Executive, Executive,0,,
248,, Executive, Executive, Executive,0,,
248,, Executive, Executive,Resigned,0,,
248,, Junior Officer, Junior Officer, Junior Officer,0,,
248,, Junior Officer, Junior Officer, Senior Officer,0,,
248,, Junior Officer, Junior Officer,Resigned,0,,
248,, Junior Officer, Senior Officer, Manager,0,,
248,, Junior Officer, Senior Officer, Senior Officer,0,,
248,, Manager, Manager, Manager,0,,
248,, Manager, Manager, Senior Manager,0,,
248,, Manager, Manager,Resigned,0,,
248,, Manager, Senior Manager, Director,0,,
248,, Manager, Senior Manager, Senior Manager,0,,
248,, Senior Manager, Director, Director,0,,
248,, Senior Manager, Senior Manager, Director,0,,
248,, Senior Manager, Senior Manager, Senior Manager,0,,
248,, Senior Manager, Senior Manager,Resigned,0,,
248,, Senior Officer, Manager, Senior Manager,0,,
248,, Senior Officer, Senior Officer, Manager,0,,
248,, Senior Officer, Senior Officer, Senior Officer,0,,
248,, Senior Officer, Senior Officer,Resigned,0,,
248,,Newly Hired, Director, Director,0,,
248,,Newly Hired, Executive, Executive,0,,
248,,Newly Hired, Junior Officer, Junior Officer,0,,
248,,Newly Hired, Manager, Manager,0,,
248,,Newly Hired, Senior Manager, Senior Manager,0,,
248,,Newly Hired, Senior Officer, Senior Officer,0,,
249,, Director, Director, Director,0,,
249,, Director, Director, Executive,0,,
249,, Director, Director,Resigned,0,,
249,, Director, Executive, Executive,0,,
249,, Executive, Executive, Executive,0,,
249,, Executive, Executive,Resigned,0,,
249,1, Junior Officer, Junior Officer, Junior Officer,0,3,2
249,, Junior Officer, Junior Officer, Senior Officer,0,,
249,, Junior Officer, Junior Officer,Resigned,0,,
249,, Junior Officer, Senior Officer, Manager,0,,
249,, Junior Officer, Senior Officer, Senior Officer,0,,
249,, Manager, Manager, Manager,0,,
249,, Manager, Manager, Senior Manager,0,,
249,, Manager, Manager,Resigned,0,,
249,, Manager, Senior Manager, Director,0,,
249,, Manager, Senior Manager, Senior Manager,0,,
249,, Senior Manager, Director, Director,0,,
249,, Senior Manager, Senior Manager, Director,0,,
249,, Senior Manager, Senior Manager, Senior Manager,0,,
249,, Senior Manager, Senior Manager,Resigned,0,,
249,, Senior Officer, Manager, Manager,0,,
249,, Senior Officer, Manager, Senior Manager,0,,
249,, Senior Officer, Senior Officer, Manager,0,,
249,, Senior Officer, Senior Officer, Senior Officer,0,,
249,, Senior Officer, Senior Officer,Resigned,0,,
249,,Newly Hired, Director, Director,0,,
249,,Newly Hired, Executive, Executive,0,,
249,,Newly Hired, Junior Officer, Junior Officer,0,,
249,,Newly Hired, Manager, Manager,0,,
249,,Newly Hired, Senior Manager, Senior Manager,0,,
249,,Newly Hired, Senior Officer, Senior Officer,0,,
250,, Director, Director, Director,0,,
250,, Director, Director, Executive,0,,
250,, Director, Director,Resigned,0,,
250,, Director, Executive, Executive,0,,
250,, Executive, Executive, Executive,0,,
250,, Executive, Executive,Resigned,0,,
250,, Junior Officer, Junior Officer, Junior Officer,0,,
250,, Junior Officer, Junior Officer, Senior Officer,0,,
250,1, Junior Officer, Junior Officer,Resigned,0,2,2
250,, Junior Officer, Senior Officer, Manager,0,,
250,, Junior Officer, Senior Officer, Senior Officer,0,,
250,, Manager, Manager, Manager,0,,
250,, Manager, Manager, Senior Manager,0,,
250,, Manager, Manager,Resigned,0,,
250,, Manager, Senior Manager, Director,0,,
250,, Manager, Senior Manager, Senior Manager,0,,
250,, Senior Manager, Director, Director,0,,
250,, Senior Manager, Senior Manager, Director,0,,
250,, Senior Manager, Senior Manager, Senior Manager,0,,
250,, Senior Manager, Senior Manager,Resigned,0,,
250,, Senior Officer, Manager, Manager,0,,
250,, Senior Officer, Manager, Senior Manager,0,,
250,, Senior Officer, Senior Officer, Manager,0,,
250,, Senior Officer, Senior Officer, Senior Officer,0,,
250,, Senior Officer, Senior Officer,Resigned,0,,
250,,Newly Hired, Director, Director,0,,
250,,Newly Hired, Executive, Executive,0,,
250,,Newly Hired, Junior Officer, Junior Officer,0,,
250,,Newly Hired, Manager, Manager,0,,
250,,Newly Hired, Senior Manager, Senior Manager,0,,
250,,Newly Hired, Senior Officer, Senior Officer,0,,
251,, Director, Director, Director,0,,
251,, Director, Director, Executive,0,,
251,, Director, Director,Resigned,0,,
251,, Director, Executive, Executive,0,,
251,, Executive, Executive, Executive,0,,
251,, Executive, Executive,Resigned,0,,
251,, Junior Officer, Junior Officer, Junior Officer,0,,
251,, Junior Officer, Junior Officer,Resigned,0,,
251,, Junior Officer, Senior Officer, Manager,0,,
251,, Junior Officer, Senior Officer, Senior Officer,0,,
251,, Manager, Manager, Manager,0,,
251,, Manager, Manager, Senior Manager,0,,
251,, Manager, Manager,Resigned,0,,
251,, Manager, Senior Manager, Director,0,,
251,, Manager, Senior Manager, Senior Manager,0,,
251,, Senior Manager, Director, Director,0,,
251,, Senior Manager, Senior Manager, Director,0,,
251,, Senior Manager, Senior Manager, Senior Manager,0,,
251,, Senior Manager, Senior Manager,Resigned,0,,
251,, Senior Officer, Manager, Manager,0,,
251,, Senior Officer, Manager, Senior Manager,0,,
251,, Senior Officer, Senior Officer, Manager,0,,
251,, Senior Officer, Senior Officer, Senior Officer,0,,
251,, Senior Officer, Senior Officer,Resigned,0,,
251,,Newly Hired, Director, Director,0,,
251,,Newly Hired, Executive, Executive,0,,
251,,Newly Hired, Junior Officer, Junior Officer,0,,
251,,Newly Hired, Manager, Manager,0,,
251,,Newly Hired, Senior Manager, Senior Manager,0,,
251,,Newly Hired, Senior Officer, Senior Officer,0,,
252,, Director, Director, Director,0,,
252,, Director, Director, Executive,0,,
252,, Director, Director,Resigned,0,,
252,, Director, Executive, Executive,0,,
252,, Executive, Executive, Executive,0,,
252,, Executive, Executive,Resigned,0,,
252,1, Junior Officer, Junior Officer, Junior Officer,0,3,2
252,, Junior Officer, Junior Officer, Senior Officer,0,,
252,, Junior Officer, Junior Officer,Resigned,0,,
252,, Junior Officer, Senior Officer, Manager,0,,
252,, Junior Officer, Senior Officer, Senior Officer,0,,
252,, Manager, Manager, Manager,0,,
252,, Manager, Manager, Senior Manager,0,,
252,, Manager, Manager,Resigned,0,,
252,, Manager, Senior Manager, Director,0,,
252,, Manager, Senior Manager, Senior Manager,0,,
252,, Senior Manager, Director, Director,0,,
252,, Senior Manager, Senior Manager, Director,0,,
252,, Senior Manager, Senior Manager, Senior Manager,0,,
252,, Senior Manager, Senior Manager,Resigned,0,,
252,, Senior Officer, Manager, Manager,0,,
252,, Senior Officer, Manager, Senior Manager,0,,
252,, Senior Officer, Senior Officer, Manager,0,,
252,, Senior Officer, Senior Officer, Senior Officer,0,,
252,, Senior Officer, Senior Officer,Resigned,0,,
252,,Newly Hired, Director, Director,0,,
252,,Newly Hired, Executive, Executive,0,,
252,,Newly Hired, Junior Officer, Junior Officer,0,,
252,,Newly Hired, Manager, Manager,0,,
252,,Newly Hired, Senior Manager, Senior Manager,0,,
252,,Newly Hired, Senior Officer, Senior Officer,0,,
253,, Director, Director, Director,0,,
253,, Director, Director, Executive,0,,
253,, Director, Director,Resigned,0,,
253,, Director, Executive, Executive,0,,
253,, Executive, Executive, Executive,0,,
253,, Executive, Executive,Resigned,0,,
253,1, Junior Officer, Junior Officer, Junior Officer,0,2,4
253,, Junior Officer, Junior Officer, Senior Officer,0,,
253,, Junior Officer, Junior Officer,Resigned,0,,
253,, Junior Officer, Senior Officer, Manager,0,,
253,, Junior Officer, Senior Officer, Senior Officer,0,,
253,, Manager, Manager, Manager,0,,
253,, Manager, Manager, Senior Manager,0,,
253,, Manager, Manager,Resigned,0,,
253,, Manager, Senior Manager, Director,0,,
253,, Manager, Senior Manager, Senior Manager,0,,
253,, Senior Manager, Director, Director,0,,
253,, Senior Manager, Senior Manager, Director,0,,
253,, Senior Manager, Senior Manager, Senior Manager,0,,
253,, Senior Manager, Senior Manager,Resigned,0,,
253,, Senior Officer, Manager, Manager,0,,
253,, Senior Officer, Manager, Senior Manager,0,,
253,, Senior Officer, Senior Officer, Manager,0,,
253,, Senior Officer, Senior Officer, Senior Officer,0,,
253,, Senior Officer, Senior Officer,Resigned,0,,
253,,Newly Hired, Director, Director,0,,
253,,Newly Hired, Executive, Executive,0,,
253,,Newly Hired, Junior Officer, Junior Officer,0,,
253,,Newly Hired, Manager, Manager,0,,
253,,Newly Hired, Senior Manager, Senior Manager,0,,
253,,Newly Hired, Senior Officer, Senior Officer,0,,
254,, Director, Director, Director,0,,
254,, Director, Director, Executive,0,,
254,, Director, Director,Resigned,0,,
254,, Director, Executive, Executive,0,,
254,, Executive, Executive, Executive,0,,
254,, Executive, Executive,Resigned,0,,
254,1, Junior Officer, Junior Officer, Junior Officer,0,3,2
254,, Junior Officer, Junior Officer, Senior Officer,0,,
